id;username;display_name;avatar_url;bio;reputation_score;posts_count;joined_at;created_at;updated_at;privacy_level
19dbb5c5-19a9-4b44-bf43-f6191debfa80;ananya_19dbb5c5;Li Wei;https://api.dicebear.com/7.x/adventurer/svg?seed=19dbb5c5&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;346;65;2024-07-26 03:54:43.294173+00;2025-12-03 03:24:03.010164+00;2025-12-03 03:24:03.010164+00;public
12d796bc-d420-4da5-9452-d3587f150530;takeshi_12d796bc;Kazuki Honda;https://api.dicebear.com/7.x/adventurer/svg?seed=12d796bc&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;82;54;2025-04-29 07:20:43.769023+00;2024-06-22 15:26:13.016385+00;2024-06-22 15:26:13.016385+00;public
06ab636d-9422-4a66-a63c-addffb894030;vikram_06ab636d;Yuki Tanaka;https://api.dicebear.com/7.x/adventurer/svg?seed=06ab636d&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;CPA with 15 years experience;490;93;2023-10-26 06:54:28.948037+00;2025-09-26 17:52:23.846636+00;2025-09-26 17:52:23.846636+00;public
13c89a7f-fed8-4758-871a-f1e965876102;rina_13c89a7f;Li Wei;https://api.dicebear.com/7.x/adventurer/svg?seed=13c89a7f&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Investment consultant in Sydney;450;53;2023-11-14 04:02:03.578891+00;2024-11-07 18:18:51.944115+00;2024-11-07 18:18:51.944115+00;public
15bd11f3-1680-40b8-b995-1b83dc5fc3fe;tao_15bd11f3;Sunita Rao;https://api.dicebear.com/7.x/adventurer/svg?seed=15bd11f3&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;434;45;2025-08-29 14:44:08.171796+00;2025-09-21 13:49:07.888842+00;2025-09-21 13:49:07.888842+00;public
1638a13f-2439-4d8b-bc20-c2b780dcd8b9;rina_1638a13f;Li Wei;https://api.dicebear.com/7.x/adventurer/svg?seed=1638a13f&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Data-driven decisions only;467;82;2025-09-27 20:40:38.702609+00;2023-12-29 22:45:31.351786+00;2023-12-29 22:45:31.351786+00;public
0d219244-a1c5-45a0-8f18-42d8060fd48c;mei_0d219244;Jin Wang;https://api.dicebear.com/7.x/adventurer/svg?seed=0d219244&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;470;36;2023-12-30 07:36:04.464132+00;2025-07-22 01:26:06.802379+00;2025-07-22 01:26:06.802379+00;public
1ab41342-5576-4296-8f75-44b60e191c6a;bao_1ab41342;Ryu Hayashi;https://api.dicebear.com/7.x/adventurer/svg?seed=1ab41342&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Macro & micro analysis;427;16;2024-10-06 07:07:32.452873+00;2024-07-10 05:33:19.050403+00;2024-07-10 05:33:19.050403+00;public
096d1a93-be17-4b26-bf79-180716fdf2e0;hana_096d1a93;Min-Jun Kim;https://api.dicebear.com/7.x/adventurer/svg?seed=096d1a93&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;465;42;2024-03-28 13:22:49.202524+00;2024-11-15 05:25:13.633718+00;2024-11-15 05:25:13.633718+00;public
06d10cad-1240-44db-8dfd-fb289659f3f9;yuki_06d10cad;Arjun Singh;https://api.dicebear.com/7.x/adventurer/svg?seed=06d10cad&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;73;37;2025-02-04 12:41:38.615354+00;2024-08-29 23:52:12.591467+00;2024-08-29 23:52:12.591467+00;public
1270701e-153e-40b3-a7f5-c0e3305b1ddd;ananya_1270701e;Tao Zhang;https://api.dicebear.com/7.x/adventurer/svg?seed=1270701e&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Dividend growth investor;496;19;2024-06-20 02:56:12.571917+00;2024-10-16 19:02:41.101343+00;2024-10-16 19:02:41.101343+00;public
153572c9-2ebf-4e2d-ade9-05fd4a422a70;ananya_153572c9;Takeshi Mori;https://api.dicebear.com/7.x/adventurer/svg?seed=153572c9&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;470;46;2024-10-27 01:39:34.729418+00;2024-10-13 22:07:41.585385+00;2024-10-13 22:07:41.585385+00;public
077e627f-fa4d-4c39-a0e5-45c4fe7ae4f3;min-jun_077e627f;Wei Chen;https://api.dicebear.com/7.x/adventurer/svg?seed=077e627f&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Market psychology nerd 🧠;451;100;2025-05-27 21:34:37.247683+00;2025-06-07 20:28:30.399634+00;2025-06-07 20:28:30.399634+00;public
17f38bca-7441-4b65-9c0c-cb5e880d641c;tao_17f38bca;Kazuki Honda;https://api.dicebear.com/7.x/adventurer/svg?seed=17f38bca&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Value investing is the way;163;71;2024-12-25 07:32:59.713144+00;2025-07-02 06:52:37.665874+00;2025-07-02 06:52:37.665874+00;public
10cadf52-a64d-4065-af5c-d7e0cb23ba64;sanjay_10cadf52;Meera Iyer;https://api.dicebear.com/7.x/adventurer/svg?seed=10cadf52&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Software engineer investing on the side;294;31;2024-08-18 01:37:39.80149+00;2024-01-10 22:49:04.580479+00;2024-01-10 22:49:04.580479+00;public
001b1cfc-736a-4d03-8cdc-b93b1d77719d;priya_001b1cfc;Sakura Ito;https://api.dicebear.com/7.x/adventurer/svg?seed=001b1cfc&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;148;58;2024-01-07 11:35:10.026606+00;2025-09-24 13:55:53.890094+00;2025-09-24 13:55:53.890094+00;public
081c69f4-4f5e-46e7-a316-dfcf71c51b7f;suki_081c69f4;Min-Jun Kim;https://api.dicebear.com/7.x/adventurer/svg?seed=081c69f4&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Risk management first ⚡;500;11;2024-04-28 13:15:25.592669+00;2024-09-27 03:30:33.97938+00;2024-09-27 03:30:33.97938+00;public
15b32821-2cfa-4331-b134-374a1084d888;tao_15b32821;Ryu Hayashi;https://api.dicebear.com/7.x/adventurer/svg?seed=15b32821&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;493;26;2025-04-26 10:53:22.066288+00;2024-02-13 20:32:43.284648+00;2024-02-13 20:32:43.284648+00;public
07ffa6b1-97b7-4bf8-8c22-ad953361a5bf;mei_07ffa6b1;Deepa Nair;https://api.dicebear.com/7.x/adventurer/svg?seed=07ffa6b1&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Wealth manager in Dubai;457;49;2025-09-24 23:47:59.663653+00;2025-07-11 06:21:46.53486+00;2025-07-11 06:21:46.53486+00;public
0e0c5d7f-0c9a-45ec-bad5-5f9ddb4a2e3a;suki_0e0c5d7f;Suki Park;https://api.dicebear.com/7.x/adventurer/svg?seed=0e0c5d7f&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;452;94;2025-05-21 02:51:44.163432+00;2025-07-18 08:52:38.740902+00;2025-07-18 08:52:38.740902+00;public
0b0e07ba-93ba-4dc3-acf7-ff7b5f54c75a;deepa_0b0e07ba;Kenji Nakamura;https://api.dicebear.com/7.x/adventurer/svg?seed=0b0e07ba&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;404;50;2023-11-27 20:36:04.800827+00;2025-11-05 00:19:17.98026+00;2025-11-05 00:19:17.98026+00;public
1b7cfcb8-2d08-4780-a26d-d787d95e9875;pooja_1b7cfcb8;Akira Sato;https://api.dicebear.com/7.x/adventurer/svg?seed=1b7cfcb8&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;482;12;2025-11-13 06:34:39.895385+00;2025-05-06 12:31:56.008909+00;2025-05-06 12:31:56.008909+00;public
19148f53-5631-4a55-9e85-b7f1ed38fd65;akira_19148f53;Bao Nguyen;https://api.dicebear.com/7.x/adventurer/svg?seed=19148f53&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Fintech startup founder;40;60;2024-03-09 17:50:22.724032+00;2024-02-24 10:31:24.078259+00;2024-02-24 10:31:24.078259+00;public
029d122e-3c76-4f30-aadb-2cad63a98d51;mei_029d122e;Suki Park;https://api.dicebear.com/7.x/adventurer/svg?seed=029d122e&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;481;95;2025-08-13 17:55:15.429121+00;2024-08-30 05:49:15.310134+00;2024-08-30 05:49:15.310134+00;public
0294ec88-287a-4989-bfae-72cd71ea201e;hiroshi_0294ec88;Hiroshi Yamamoto;https://api.dicebear.com/7.x/adventurer/svg?seed=0294ec88&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;496;67;2025-02-08 05:02:05.158269+00;2024-05-02 11:47:22.149186+00;2024-05-02 11:47:22.149186+00;public
1e492687-0f0b-49ee-a3c8-f6a592ca38f2;rina_1e492687;Ryu Hayashi;https://api.dicebear.com/7.x/adventurer/svg?seed=1e492687&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;478;46;2024-11-27 01:12:41.432104+00;2025-02-09 19:44:45.87359+00;2025-02-09 19:44:45.87359+00;public
01b3752d-7d76-4600-aaf5-4a57b5bab5f5;hiroshi_01b3752d;Vikram Gupta;https://api.dicebear.com/7.x/adventurer/svg?seed=01b3752d&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;465;10;2025-01-07 18:43:59.497135+00;2024-09-22 00:56:13.594767+00;2024-09-22 00:56:13.594767+00;public
1fd1a566-0435-4a3d-af28-a8f1dfa5c86d;ananya_1fd1a566;Sunita Rao;https://api.dicebear.com/7.x/adventurer/svg?seed=1fd1a566&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;485;87;2024-04-14 16:38:21.829811+00;2025-08-25 15:08:02.765648+00;2025-08-25 15:08:02.765648+00;public
08c85fb7-7ae9-4d57-80ce-49e11e793e98;raj_08c85fb7;Deepa Nair;https://api.dicebear.com/7.x/adventurer/svg?seed=08c85fb7&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;455;3;2024-01-16 23:31:28.656549+00;2025-11-13 18:57:37.41932+00;2025-11-13 18:57:37.41932+00;public
0cd282cc-4bbb-4807-b42d-9290832fb5ef;aiko_0cd282cc;Aiko Suzuki;https://api.dicebear.com/7.x/adventurer/svg?seed=0cd282cc&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Retired banker from New York;453;86;2025-02-21 09:33:07.418928+00;2024-09-05 15:58:44.389594+00;2024-09-05 15:58:44.389594+00;public
09f5d37c-97ab-4837-8167-b9c6085999e1;jin_09f5d37c;Wei Chen;https://api.dicebear.com/7.x/adventurer/svg?seed=09f5d37c&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Software engineer investing on the side;460;25;2025-08-23 02:59:06.170615+00;2025-10-06 02:10:37.285251+00;2025-10-06 02:10:37.285251+00;public
1302bc47-27b0-41d5-9554-3777799e03e6;bao_1302bc47;Jia Huang;https://api.dicebear.com/7.x/adventurer/svg?seed=1302bc47&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;477;12;2024-04-07 22:02:37.896588+00;2025-05-05 18:37:56.745017+00;2025-05-05 18:37:56.745017+00;public
06a70fff-2669-4faf-b1be-37caec09b95e;hiroshi_06a70fff;Min-Jun Kim;https://api.dicebear.com/7.x/adventurer/svg?seed=06a70fff&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Data-driven decisions only;454;0;2025-10-07 18:02:10.514747+00;2025-04-04 20:33:50.488043+00;2025-04-04 20:33:50.488043+00;public
00c3eae7-3eb7-4980-9418-b85b7ac2077d;min-jun_00c3eae7;Min-Jun Kim;https://api.dicebear.com/7.x/adventurer/svg?seed=00c3eae7&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;282;90;2024-05-07 14:00:48.221941+00;2025-08-02 10:27:24.771431+00;2025-08-02 10:27:24.771431+00;public
0768d49b-43ce-468d-8279-bce43269c48d;jin_0768d49b;Hana Lee;https://api.dicebear.com/7.x/adventurer/svg?seed=0768d49b&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;409;46;2025-04-23 22:33:29.395836+00;2024-03-21 04:46:13.578145+00;2024-03-21 04:46:13.578145+00;public
123d79a5-2a9c-4eb1-9d89-def1c2e48db1;li_123d79a5;Tao Zhang;https://api.dicebear.com/7.x/adventurer/svg?seed=123d79a5&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;210;57;2024-08-01 15:58:54.947758+00;2024-12-14 08:10:51.491558+00;2024-12-14 08:10:51.491558+00;public
04e10c77-c569-4749-aaf8-80a650a40ee5;min-jun_04e10c77;Aiko Suzuki;https://api.dicebear.com/7.x/adventurer/svg?seed=04e10c77&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;452;32;2024-11-05 03:35:43.167615+00;2024-03-03 00:00:36.568374+00;2024-03-03 00:00:36.568374+00;public
18c8b6dc-51e6-449c-8e1d-d4edd611430d;sanjay_18c8b6dc;Yuna Choi;https://api.dicebear.com/7.x/adventurer/svg?seed=18c8b6dc&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Investment advisor in Toronto;455;53;2024-12-26 05:47:32.46839+00;2024-12-22 00:45:51.541605+00;2024-12-22 00:45:51.541605+00;public
08989df5-438f-48a8-82ce-c34c68662b9d;deepa_08989df5;Aiko Suzuki;https://api.dicebear.com/7.x/adventurer/svg?seed=08989df5&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Market psychology nerd 🧠;134;2;2024-04-03 20:56:51.996484+00;2025-06-16 00:49:18.40899+00;2025-06-16 00:49:18.40899+00;public
1dd251d6-6d87-457b-bba3-5d83bd215535;kazuki_1dd251d6;Pooja Kapoor;https://api.dicebear.com/7.x/adventurer/svg?seed=1dd251d6&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Financial freedom seeker;483;36;2024-05-25 16:45:30.938567+00;2024-07-17 09:15:13.578902+00;2024-07-17 09:15:13.578902+00;public
1c4de90a-3d88-4582-8242-df0e1a0427dc;kazuki_1c4de90a;Kazuki Honda;https://api.dicebear.com/7.x/adventurer/svg?seed=1c4de90a&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;356;19;2025-09-19 07:32:03.562662+00;2025-08-14 06:28:38.629851+00;2025-08-14 06:28:38.629851+00;public
07338f81-4dfb-4df2-9fcd-22795b8fad5d;hiroshi_07338f81;Min-Jun Kim;https://api.dicebear.com/7.x/adventurer/svg?seed=07338f81&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Day trader from Miami;347;97;2025-12-10 21:58:39.116427+00;2025-11-03 10:51:28.690728+00;2025-11-03 10:51:28.690728+00;public
1fddd356-6f14-4480-be2c-2282d4eeed47;tao_1fddd356;Takeshi Mori;https://api.dicebear.com/7.x/adventurer/svg?seed=1fddd356&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;26;97;2025-08-03 04:32:01.435891+00;2024-12-01 11:26:40.168986+00;2024-12-01 11:26:40.168986+00;public
0e8e7fa6-b281-4357-8aaa-575b27de56ce;deepa_0e8e7fa6;Kenji Nakamura;https://api.dicebear.com/7.x/adventurer/svg?seed=0e8e7fa6&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;464;52;2025-02-10 20:51:08.211744+00;2025-04-03 04:11:09.3773+00;2025-04-03 04:11:09.3773+00;public
1ed58a7a-eb89-4e87-9a4f-cb9002569734;li_1ed58a7a;Sunita Rao;https://api.dicebear.com/7.x/adventurer/svg?seed=1ed58a7a&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;492;13;2024-06-25 08:38:19.223961+00;2025-10-14 04:11:05.197716+00;2025-10-14 04:11:05.197716+00;public
1e93ad97-c7b0-4489-915b-d3a95efedb30;ananya_1e93ad97;Ryu Hayashi;https://api.dicebear.com/7.x/adventurer/svg?seed=1e93ad97&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;480;33;2024-03-21 09:59:07.547058+00;2024-06-10 01:14:01.017657+00;2024-06-10 01:14:01.017657+00;public
17163f40-7c3a-4f9a-a773-bda3cf590a7b;rina_17163f40;Yuna Choi;https://api.dicebear.com/7.x/adventurer/svg?seed=17163f40&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Investment consultant in Sydney;458;4;2023-10-22 19:43:21.990178+00;2025-12-05 11:53:42.557199+00;2025-12-05 11:53:42.557199+00;public
00298bde-45cf-4ac0-9a09-32963910258b;mei_00298bde;Aiko Suzuki;https://api.dicebear.com/7.x/adventurer/svg?seed=00298bde&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;469;14;2023-10-20 07:35:28.532361+00;2024-05-12 05:00:22.442025+00;2024-05-12 05:00:22.442025+00;public
06a3f3e1-d773-4d8f-83f9-43f895bbfc1d;yuki_06a3f3e1;Yuki Tanaka;https://api.dicebear.com/7.x/adventurer/svg?seed=06a3f3e1&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;370;10;2024-06-09 03:12:03.023329+00;2024-12-17 07:07:35.947232+00;2024-12-17 07:07:35.947232+00;public
18d78e88-6e45-4763-9d43-41563a1a9658;jia_18d78e88;Sanjay Kumar;https://api.dicebear.com/7.x/adventurer/svg?seed=18d78e88&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Learning every day 📚;480;50;2024-03-10 01:12:16.198921+00;2025-08-15 23:32:12.358501+00;2025-08-15 23:32:12.358501+00;public
086fb1f1-903d-4949-ab97-ad6b7d608b8b;raj_086fb1f1;Wei Chen;https://api.dicebear.com/7.x/adventurer/svg?seed=086fb1f1&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Portfolio manager in Singapore;489;97;2024-09-20 08:49:21.773886+00;2025-11-30 12:24:44.845925+00;2025-11-30 12:24:44.845925+00;public
014d6632-e054-4568-be12-86c4410a0a3b;hana_014d6632;Vikram Gupta;https://api.dicebear.com/7.x/adventurer/svg?seed=014d6632&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Retired banker from New York;459;97;2025-06-14 15:16:59.253066+00;2025-08-28 15:44:57.724772+00;2025-08-28 15:44:57.724772+00;public
040bf304-8041-432b-a29f-24f75c4c6777;min-jun_040bf304;Mei Lin;https://api.dicebear.com/7.x/adventurer/svg?seed=040bf304&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;130;54;2025-09-11 14:15:05.60988+00;2025-05-27 10:55:53.639625+00;2025-05-27 10:55:53.639625+00;public
162afdad-cef5-493d-bec4-62861cdf1eea;rina_162afdad;Sanjay Kumar;https://api.dicebear.com/7.x/adventurer/svg?seed=162afdad&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;482;99;2024-05-03 17:15:00.564695+00;2024-07-17 08:57:26.329505+00;2024-07-17 08:57:26.329505+00;public
0336cb47-3c2e-4241-a0ba-5c2bb8339451;sakura_0336cb47;Suki Park;https://api.dicebear.com/7.x/adventurer/svg?seed=0336cb47&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;464;90;2025-04-21 17:11:59.546601+00;2025-02-13 06:34:21.369518+00;2025-02-13 06:34:21.369518+00;public
03907b2f-a1ad-453b-b982-c1406891becb;wei_03907b2f;Arjun Singh;https://api.dicebear.com/7.x/adventurer/svg?seed=03907b2f&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;413;40;2024-06-08 20:46:00.396566+00;2024-02-17 05:30:19.376645+00;2024-02-17 05:30:19.376645+00;public
0e0f0b3a-409f-4b00-9e22-db19cdb42066;vikram_0e0f0b3a;Arjun Singh;https://api.dicebear.com/7.x/adventurer/svg?seed=0e0f0b3a&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;468;23;2025-11-13 16:11:36.902812+00;2025-08-01 17:22:55.445465+00;2025-08-01 17:22:55.445465+00;public
0f01637a-7efb-44c6-b32f-ee57e76616d8;wei_0f01637a;Kenji Nakamura;https://api.dicebear.com/7.x/adventurer/svg?seed=0f01637a&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Learning every day 📚;127;82;2025-01-21 04:48:19.453662+00;2024-04-08 03:40:42.393162+00;2024-04-08 03:40:42.393162+00;public
02511201-a00c-4b04-881d-4027f71a9128;raj_02511201;Arjun Singh;https://api.dicebear.com/7.x/adventurer/svg?seed=02511201&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;448;0;2025-07-16 00:30:40.656653+00;2024-02-06 02:18:39.921906+00;2024-02-06 02:18:39.921906+00;public
1f3e5b35-c4b6-45d7-98ea-6c8b68837a45;pooja_1f3e5b35;Sanjay Kumar;https://api.dicebear.com/7.x/adventurer/svg?seed=1f3e5b35&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;97;1;2025-11-01 00:33:38.310912+00;2024-05-11 21:06:14.85711+00;2024-05-11 21:06:14.85711+00;public
0d7dc1e7-ac7b-499b-b256-82d4ee6775b8;hana_0d7dc1e7;Deepa Nair;https://api.dicebear.com/7.x/adventurer/svg?seed=0d7dc1e7&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;466;97;2025-04-12 13:23:07.12278+00;2024-05-30 00:58:12.399518+00;2024-05-30 00:58:12.399518+00;public
0ddc7577-4038-45e2-8e0e-f826d6925c82;suki_0ddc7577;Min-Jun Kim;https://api.dicebear.com/7.x/adventurer/svg?seed=0ddc7577&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;286;17;2024-07-05 04:26:45.265156+00;2025-10-22 16:24:50.646181+00;2025-10-22 16:24:50.646181+00;public
1da4d4ca-a58c-4804-9cc6-37dbb040c19f;meera_1da4d4ca;Pooja Kapoor;https://api.dicebear.com/7.x/adventurer/svg?seed=1da4d4ca&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;179;45;2025-05-04 08:53:04.874759+00;2025-04-23 22:12:23.065578+00;2025-04-23 22:12:23.065578+00;public
005b9dba-4793-4184-a31f-960740d29a67;vikram_005b9dba;Raj Patel;https://api.dicebear.com/7.x/adventurer/svg?seed=005b9dba&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;457;96;2024-11-26 03:40:26.619298+00;2024-08-24 15:56:10.58556+00;2024-08-24 15:56:10.58556+00;public
17d9400d-bbba-4652-83ba-e5ad3567bb64;sunita_17d9400d;Kavya Menon;https://api.dicebear.com/7.x/adventurer/svg?seed=17d9400d&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;477;82;2025-05-21 19:22:52.431716+00;2025-07-20 16:51:47.999574+00;2025-07-20 16:51:47.999574+00;public
134d54ae-e7b0-44ad-a780-dc4459820add;pooja_134d54ae;Takeshi Mori;https://api.dicebear.com/7.x/adventurer/svg?seed=134d54ae&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Data-driven decisions only;283;73;2025-09-16 12:04:48.692768+00;2025-07-31 10:13:56.32304+00;2025-07-31 10:13:56.32304+00;public
09075afb-5678-4bf6-888f-cee7f5057f67;yuki_09075afb;Yuki Tanaka;https://api.dicebear.com/7.x/adventurer/svg?seed=09075afb&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Options trader | Swing trades;500;91;2024-09-12 18:16:21.805328+00;2024-04-05 08:11:19.488548+00;2024-04-05 08:11:19.488548+00;public
0be1e5f9-190c-477d-b0c4-79b0d0d0b85f;aiko_0be1e5f9;Arjun Singh;https://api.dicebear.com/7.x/adventurer/svg?seed=0be1e5f9&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Investment consultant in Sydney;473;45;2025-05-27 15:42:36.587017+00;2024-08-27 02:05:49.235911+00;2024-08-27 02:05:49.235911+00;public
1c365779-bab9-4721-adfe-4326fc4523d3;tao_1c365779;Bao Nguyen;https://api.dicebear.com/7.x/adventurer/svg?seed=1c365779&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Index funds enthusiast;10;40;2025-03-10 07:01:37.803214+00;2024-01-05 18:56:48.93318+00;2024-01-05 18:56:48.93318+00;public
11225057-2b0f-4c22-86fe-aa77ed4e43ce;bao_11225057;Tao Zhang;https://api.dicebear.com/7.x/adventurer/svg?seed=11225057&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Tech stocks & ETFs 📊;489;94;2025-07-03 23:51:01.494518+00;2025-10-12 07:29:42.533321+00;2025-10-12 07:29:42.533321+00;public
0c142bb4-2fa8-411f-ab03-6b75a4cd4c8f;wei_0c142bb4;Sakura Ito;https://api.dicebear.com/7.x/adventurer/svg?seed=0c142bb4&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Market psychology nerd 🧠;473;36;2024-06-15 19:44:25.751352+00;2024-08-19 16:29:36.791371+00;2024-08-19 16:29:36.791371+00;public
057d75d7-5756-4220-a001-369755430188;sakura_057d75d7;Kenji Nakamura;https://api.dicebear.com/7.x/adventurer/svg?seed=057d75d7&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Contrarian by nature;499;24;2024-04-30 16:02:07.053037+00;2025-03-31 16:23:25.092344+00;2025-03-31 16:23:25.092344+00;public
18caf6fb-4048-4438-bb3f-d7285810cd9f;kazuki_18caf6fb;Rina Devi;https://api.dicebear.com/7.x/adventurer/svg?seed=18caf6fb&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;468;71;2025-09-08 01:05:00.190804+00;2024-08-23 18:37:45.335764+00;2024-08-23 18:37:45.335764+00;public
1fa2ed6e-c352-4a0f-a757-5bd3053ab040;kazuki_1fa2ed6e;Bao Nguyen;https://api.dicebear.com/7.x/adventurer/svg?seed=1fa2ed6e&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;;451;89;2025-08-15 04:35:21.094076+00;2025-01-15 00:44:14.771568+00;2025-01-15 00:44:14.771568+00;public
1c510ece-a655-41b5-9b86-b4999e98c6a4;yuna_1c510ece;Tao Zhang;https://api.dicebear.com/7.x/adventurer/svg?seed=1c510ece&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;Tech stocks & ETFs 📊;474;73;2023-12-30 09:29:27.118328+00;2025-09-08 14:44:33.484029+00;2025-09-08 14:44:33.484029+00;public
02f917d6-3866-431f-82bb-f892939286ad;priya_02f917d6;Arjun Singh;https://api.dicebear.com/7.x/adventurer/svg?seed=02f917d6&backgroundColor=b6e3f4,c0aede,d1d4f9,ffd5dc,ffdfbf;📈 Passionate about markets;73;83;2023-11-21 02:39:46.346761+00;2025-12-07 14:31:44.628989+00;2025-12-07 14:31:44.628989+00;public
